app_id,run_id,client_id,lastname,firstname,middlename,sex,birthplacetown,birthdate,familymembersnumber,maxpayment,avg_pure_income
2100048297,620294,2000777302,Рецкер,Акай,Винунович,0.0,Ханты-Мансийский АО — Югра,1990-09-22,,,
2100048298,620347,2000777501,Фоголева,Татяна,Артемовна,1.0,Новосибирская область,1990-09-22,,,
2100048298,620349,2000777501,Фоголева,Татяна,Артемовна,1.0,Новосибирская область,1990-09-22,,,
2100048298,620350,2000777501,Фоголева,Татяна,Артемовна,1.0,Новосибирская область,1990-09-22,,,
2100048298,620356,2000777501,Фоголева,Татяна,Артемовна,1.0,Новосибирская область,1990-09-22,,,
2100048299,620405,2000777601,Лососкова,Амизия,Дастиновна,1.0,Новосибирская область,1990-09-22,,,
2100048299,620407,2000777601,Лососкова,Амизия,Дастиновна,1.0,Новосибирская область,1990-09-22,,,
2100048299,620410,2000777601,Лососкова,Амизия,Дастиновна,1.0,Новосибирская область,1990-09-22,,,
2100048299,620416,2000777601,Лососкова,Амизия,Дастиновна,1.0,Новосибирская область,1990-09-22,,,
2100048300,620507,2000777701,Пхылина,Шайники,Константиновна,1.0,Новосибирская область,1990-09-22,,,
2100048300,620508,2000777701,Пхылина,Шайники,Константиновна,1.0,Новосибирская область,1990-09-22,,,
2100048300,620514,2000777701,Пхылина,Шайники,Константиновна,1.0,Новосибирская область,1990-09-22,,,
2100048300,620519,2000777701,Пхылина,Шайники,Константиновна,1.0,Новосибирская область,1990-09-22,,,
2100048301,620607,2000777801,Сейхо-Ортега,Нева,Вячеславовна,1.0,Новосибирская область,1990-09-22,,,
2100048301,620610,2000777801,Сейхо-Ортега,Нева,Вячеславовна,1.0,Новосибирская область,1990-09-22,,,
2100048301,620617,2000777801,Сейхо-Ортега,Нева,Вячеславовна,1.0,Новосибирская область,1990-09-22,,,
2100048301,620624,2000777801,Сейхо-Ортега,Нева,Вячеславовна,1.0,Новосибирская область,1990-09-22,,,
2100048301,620954,2000777801,Сейхо-Ортега,Нева,Вячеславовна,1.0,Новосибирская область,1990-09-22,,,
2100048301,620987,2000777801,Сейхо-Ортега,Нева,Вячеславовна,1.0,Новосибирская область,1990-09-22,,,
2100048302,620658,2000777901,Бутушина,Айно,Афанасьевна,1.0,Новосибирская область,1990-09-22,,,
2100048302,620659,2000777901,Бутушина,Айно,Афанасьевна,1.0,Новосибирская область,1990-09-22,,,
2100048302,620661,2000777901,Бутушина,Айно,Афанасьевна,1.0,Новосибирская область,1990-09-22,,,
2100048302,620669,2000777901,Бутушина,Айно,Афанасьевна,1.0,Новосибирская область,1990-09-22,,,
2100048305,621702,2000777401,Москачева,Хедвига,Витомировна,1.0,Дагестан,1987-01-18,,,
2100048305,621816,2000777401,Москачева,Хедвига,Витомировна,1.0,Дагестан,1987-01-18,,,
2100048306,621410,2000778001,Средникова,Аусаф,Тристановна,1.0,Новосибирская область,1990-09-22,,,
2100048306,621411,2000778001,Средникова,Аусаф,Тристановна,1.0,Новосибирская область,1990-09-22,,,
2100048306,621415,2000778001,Средникова,Аусаф,Тристановна,1.0,Новосибирская область,1990-09-22,,,
2100048306,621423,2000778001,Средникова,Аусаф,Тристановна,1.0,Новосибирская область,1990-09-22,,,
2300014141,619327,2000362002,Мачидина,Гулранг,Варленовна,1.0,Новосибирская область,1984-11-14,,169650.0,
2300014204,621645,2000364302,Шафиатуллина,Паликсения,Павловна,1.0,Новосибирская область,1990-03-13,,,
2300014204,621694,2000364302,Шафиатуллина,Паликсения,Павловна,1.0,Новосибирская область,1990-03-13,,195750.0,
2300014778,621375,2000376901,Гаракина,Леонсио,Шаяховна,1.0,Новосибирская область,1974-02-14,,169650.0,
2300128258,620962,2000232701,Лепиева,Шогер,Даниловна,1.0,Новосибирская область,1980-08-21,,,
2300128258,620971,2000232701,Лепиева,Шогер,Даниловна,1.0,Новосибирская область,1980-08-21,,97500.0,150000.0
2300139055,621653,2000813148,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-04-08,,,
2300139055,621662,2000813148,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-04-08,,,
2300139055,621669,2000813148,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-04-08,,221850.0,
2300139121,621644,2000813734,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-07-23,,,
2300139121,621704,2000813734,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-07-23,,221850.0,
2300139173,621497,2000813859,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1984-12-23,,,
2300139173,621518,2000813859,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1984-12-23,,221850.0,
2300139176,620612,2000813933,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1984-11-01,,,
2300139176,621440,2000813933,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1984-11-01,,221850.0,
2300139223,620649,2000814152,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-01-07,,,
2300139223,620682,2000814152,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-01-07,,221850.0,
2300139771,619420,2000817136,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-07-17,,,
2300141401,619584,2000825534,Розен-Акмальдинова,Зофия,Тарасовна,1.0,Новосибирская область,1961-02-22,,,
2300141401,619587,2000825534,Розен-Акмальдинова,Зофия,Тарасовна,1.0,Новосибирская область,1961-02-22,,,
2300141401,619599,2000825534,Розен-Акмальдинова,Зофия,Тарасовна,1.0,Новосибирская область,1961-02-22,,,
2300141552,620592,2000826368,Лепиева,Тифля,Валентиновна,1.0,Сахалинская область,1961-04-05,,,
2300144210,621277,2000839865,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-01-26,,,
2300144210,621283,2000839865,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-01-26,,195750.0,
2300144213,621262,2000840066,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-07-15,,,
2300144213,621267,2000840066,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-07-15,,195750.0,
2300144261,621246,2000840283,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-06-11,,,
2300144261,621257,2000840283,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-06-11,,195750.0,
2300144262,619385,2000840365,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-07-08,,,
2300144262,619394,2000840365,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-07-08,,195750.0,
2300144262,620341,2000840365,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-07-08,,195750.0,
2300144264,619372,2000840466,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-04-25,,,
2300144264,619444,2000840466,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-04-25,,195750.0,
2300144390,619361,2000840992,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-02-27,,,
2300144390,619365,2000840992,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-02-27,,195750.0,
2300144390,620339,2000840992,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-02-27,,195750.0,
2300145481,619709,2000848495,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-06-08,,,
2300145481,619719,2000848495,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-06-08,,,
2300145481,619724,2000848495,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-06-08,,,
2300145481,619729,2000848495,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-06-08,,,
2300145691,620711,2000849774,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-07-21,,,
2300146127,620806,2000838894,Валандина,Донэра,Яхьевна,1.0,Новосибирская область,1970-02-28,,,
2300146127,620818,2000838894,Валандина,Донэра,Яхьевна,1.0,Новосибирская область,1970-02-28,,,
2300146127,620823,2000838894,Валандина,Донэра,Яхьевна,1.0,Новосибирская область,1970-02-28,,,
2300147669,620728,2000860208,Казагашева,Хедвига,Хьевна,1.0,Вологодская область,1990-06-06,,146803.0,174000.0
2300147670,620370,2000860297,Езжева,Хедвига,Хьевна,1.0,Вологодская область,1990-01-01,,,
2300147670,620372,2000860297,Езжева,Хедвига,Хьевна,1.0,Вологодская область,1990-01-01,,,
2300147670,620383,2000860297,Езжева,Хедвига,Хьевна,1.0,Вологодская область,1990-01-01,,104617.0,160950.0
2300147670,620390,2000860297,Езжева,Хедвига,Хьевна,1.0,Вологодская область,1990-01-01,,104617.0,160950.0
2300147670,620395,2000860297,Езжева,Хедвига,Хьевна,1.0,Вологодская область,1990-01-01,,104617.0,160950.0
2300147815,620731,2000860908,Езжева,Хедвига,Хьевна,1.0,Вологодская область,1990-01-01,,,
2300147815,620749,2000860908,Езжева,Хедвига,Хьевна,1.0,Вологодская область,1990-01-01,,,
2300147815,620760,2000860908,Езжева,Хедвига,Хьевна,1.0,Вологодская область,1990-01-01,,134987.0,160950.0
2300147815,620768,2000860908,Езжева,Хедвига,Хьевна,1.0,Вологодская область,1990-01-01,,134987.0,160950.0
2300147815,620773,2000860908,Езжева,Хедвига,Хьевна,1.0,Вологодская область,1990-01-01,,134987.0,160950.0
2300148302,619766,2000831266,Масугиева,Мохтоб,Ивановна,1.0,Приморский край,1965-11-10,,,
2300148302,619768,2000831266,Масугиева,Мохтоб,Ивановна,1.0,Приморский край,1965-11-10,,,
2300152121,619673,2000851865,Котенкова,Беляница,Октябрятовна,1.0,Ханты-Мансийский АО — Югра,1990-06-30,,,
2300152121,619782,2000851865,Котенкова,Беляница,Октябрятовна,1.0,Ханты-Мансийский АО — Югра,1990-06-30,,,
2300152121,619830,2000851865,Котенкова,Беляница,Октябрятовна,1.0,Ханты-Мансийский АО — Югра,1990-06-30,,,
2300152183,621100,2000882497,Санева,Салма,Дастиновна,1.0,Новосибирская область,1990-08-31,,,
2300152183,621108,2000882497,Санева,Салма,Дастиновна,1.0,Новосибирская область,1990-08-31,,,
2300152183,621112,2000882497,Санева,Салма,Дастиновна,1.0,Новосибирская область,1990-08-31,,,
2300152237,621591,2000882700,Фрунсон,Сетрак,Григорьевич,0.0,Новосибирская область,1966-03-12,,,
2300152237,621621,2000882700,Фрунсон,Сетрак,Григорьевич,0.0,Новосибирская область,1966-03-12,,,
2300152397,621269,2000816457,Котенкова,Узумджа,Артемовна,1.0,Ханты-Мансийский АО — Югра,1990-07-14,,,
2300152450,619894,2000850576,Кобыленкова,Имилина,Павловна,1.0,Костромская область,1969-02-03,,,
2300152452,621405,2000884097,Теремезов,Дорофей,Рианович,0.0,Новосибирская область,1985-01-17,,,
2300152452,621417,2000884097,Теремезов,Дорофей,Рианович,0.0,Новосибирская область,1985-01-17,,169650.0,
2300152564,619827,2000884697,Кузнецова-Чередова,Зете,Густавовна,1.0,Костромская область,1970-08-03,,,
2300152564,619857,2000884697,Кузнецова-Чередова,Зете,Густавовна,1.0,Костромская область,1970-08-03,,,
2300152611,619337,2000884731,Потороча,Промис,Арсеньевна,1.0,Новосибирская область,1982-09-30,,,
2300152618,619746,2000884615,Путютина,Иветти,Ивановна,1.0,Приморский край,1965-11-10,,,
2300152622,619331,2000884798,Сурмачева,Кванеша,Будимировна,1.0,Новосибирская область,1990-08-14,,,
2300152623,619399,2000884799,Войстрикова,Оскарина,Денисовна,1.0,Вологодская область,1983-05-23,,,
2300152623,619404,2000884799,Войстрикова,Оскарина,Денисовна,1.0,Вологодская область,1983-05-23,,,
2300152624,619325,2000884800,Дьякин,Анос,Вилорович,0.0,Новосибирская область,1985-01-16,,,
2300152625,619332,2000884801,Анджелова,Бетханн,Ремировна,1.0,Костромская область,1990-03-18,,,
2300152626,619341,2000884802,Пыжкин,Брко,Станиславович,0.0,Курганская область,1998-05-16,,,
2300152626,619474,2000884802,Пыжкин,Брко,Станиславович,0.0,Курганская область,1998-05-16,,,
2300152626,619557,2000884802,Пыжкин,Брко,Станиславович,0.0,Курганская область,1998-05-16,,,
2300152626,619561,2000884802,Пыжкин,Брко,Станиславович,0.0,Курганская область,1998-05-16,,,
2300152629,619345,2000884805,Амборнова,Сама,Афанасьевна,1.0,Астраханская область,1999-05-01,,,
2300152632,619347,2000884807,Анджелова,Бетханн,Ремировна,1.0,Костромская область,1990-03-18,,,
2300152684,619414,2000884920,Разночинцев,Кокул,Иванович,0.0,Дагестан,1986-03-23,,,
2300152685,619381,2000884997,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1984-10-04,,,
2300152685,619391,2000884997,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1984-10-04,,,
2300152685,619402,2000884997,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1984-10-04,,195750.0,261000.0
2300152685,619406,2000884997,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1984-10-04,,195750.0,261000.0
2300152685,619411,2000884997,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1984-10-04,,195750.0,261000.0
2300152686,619382,2000884998,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-03-25,,,
2300152686,619392,2000884998,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-03-25,,,
2300152686,619403,2000884998,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-03-25,,195750.0,261000.0
2300152686,619408,2000884998,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-03-25,,195750.0,261000.0
2300152686,619413,2000884998,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-03-25,,195750.0,261000.0
2300152686,621741,2000884998,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-03-25,,,
2300152686,621745,2000884998,Шафиатуллина,Шогер,Вячеславовна,1.0,Новосибирская область,1985-03-25,,195750.0,
2300152687,619417,2000885097,Велосипедова,Грицерия,Артемовна,1.0,Новосибирская область,1990-09-14,,,
2300152687,619489,2000885097,Велосипедова,Грицерия,Артемовна,1.0,Новосибирская область,1990-09-14,,,
2300152687,619525,2000885097,Велосипедова,Грицерия,Артемовна,1.0,Новосибирская область,1990-09-14,,,
2300152687,619582,2000885097,Велосипедова,Грицерия,Артемовна,1.0,Новосибирская область,1990-09-14,,,
2300152689,619398,2000885099,Савина,Шошана,Витомировна,1.0,Новосибирская область,1980-03-02,,,
2300152690,619430,2000885100,Хандамиров,Грегорий,Леонидович,0.0,Коми,1988-02-22,,,
2300152691,619416,2000885101,Орешин,Грегорий,Гарибальдевич,0.0,Новосибирская область,1985-04-22,,,
2300152691,619418,2000885101,Орешин,Грегорий,Гарибальдевич,0.0,Новосибирская область,1985-04-22,,,
2300152692,619445,2000885197,Дуплев,Джамальди,Славомысович,0.0,Новосибирская область,1987-01-09,,,
2300152692,619449,2000885197,Дуплев,Джамальди,Славомысович,0.0,Новосибирская область,1987-01-09,,,
2300152693,619456,2000885102,Бандовкина,Лийза,Семеновна,1.0,Калужская область,1988-02-22,,,
2300152694,619428,2000885103,Саукин,Мусиф,Динович,0.0,Новосибирская область,1991-07-11,,,
2300152694,619429,2000885103,Саукин,Мусиф,Динович,0.0,Новосибирская область,1991-07-11,,,
2300152695,619442,2000885104,Атанян,Ращ,Игоревич,0.0,Новосибирская область,1985-01-14,,,
2300152695,619446,2000885104,Атанян,Ращ,Игоревич,0.0,Новосибирская область,1985-01-14,,,
2300152695,619450,2000885104,Атанян,Ращ,Игоревич,0.0,Новосибирская область,1985-01-14,,169650.0,261000.0
2300152695,619452,2000885104,Атанян,Ращ,Игоревич,0.0,Новосибирская область,1985-01-14,,169650.0,261000.0
2300152695,619455,2000885104,Атанян,Ращ,Игоревич,0.0,Новосибирская область,1985-01-14,,169650.0,261000.0
2300152741,619488,2000375201,Чебушева,Ганзия,Матвеевна,1.0,Новосибирская область,1990-04-07,,,
2300152741,619518,2000375201,Чебушева,Ганзия,Матвеевна,1.0,Новосибирская область,1990-04-07,,,
2300152741,619521,2000375201,Чебушева,Ганзия,Матвеевна,1.0,Новосибирская область,1990-04-07,,282750.0,435000.0
2300152741,619574,2000375201,Чебушева,Ганзия,Матвеевна,1.0,Новосибирская область,1990-04-07,,282750.0,435000.0
2300152741,619646,2000375201,Чебушева,Ганзия,Матвеевна,1.0,Новосибирская область,1990-04-07,,282750.0,435000.0
2300152742,619473,2000885140,Товтривский,Тимурбулат,Кириллович,0.0,Дагестан,1983-11-01,,,
2300152743,619460,2000885297,Жромова,Хамудсиния,Степановна,1.0,Белгородская область,1986-10-13,,,
2300152743,619464,2000885297,Жромова,Хамудсиния,Степановна,1.0,Белгородская область,1986-10-13,,,
2300152743,619472,2000885297,Жромова,Хамудсиния,Степановна,1.0,Белгородская область,1986-10-13,,,
2300152744,619463,2000885398,Креспо,Озэр,Гремиславович,0.0,Новосибирская область,1985-08-27,,,
2300152744,619468,2000885398,Креспо,Озэр,Гремиславович,0.0,Новосибирская область,1985-08-27,,,
2300152745,619471,2000885399,Какунов,Танио,Григорьевич,0.0,Новосибирская область,1978-02-20,,,
2300152745,619478,2000885399,Какунов,Танио,Григорьевич,0.0,Новосибирская область,1978-02-20,,,
2300152745,619484,2000885399,Какунов,Танио,Григорьевич,0.0,Новосибирская область,1978-02-20,,192270.0,295800.0
2300152745,619494,2000885399,Какунов,Танио,Григорьевич,0.0,Новосибирская область,1978-02-20,,192270.0,295800.0
2300152745,619580,2000885399,Какунов,Танио,Григорьевич,0.0,Новосибирская область,1978-02-20,,192270.0,295800.0
2300152745,619623,2000885399,Какунов,Танио,Григорьевич,0.0,Новосибирская область,1978-02-20,,,
2300152746,619497,2000885400,Сурмачева,Маламира,Варленовна,1.0,Новосибирская область,1990-10-14,,,
2300152746,619890,2000885400,Сурмачева,Маламира,Варленовна,1.0,Новосибирская область,1990-10-14,,,
2300152746,619898,2000885400,Сурмачева,Маламира,Варленовна,1.0,Новосибирская область,1990-10-14,,,
2300152746,619903,2000885400,Сурмачева,Маламира,Варленовна,1.0,Новосибирская область,1990-10-14,,,
2300152747,619467,2000885401,Пашистова,Хедвига,Вячеславовна,1.0,Вологодская область,1982-11-21,,,
2300152748,619470,2000884807,Анджелова,Бетханн,Ремировна,1.0,Костромская область,1990-03-18,,,
2300152749,619516,2000885400,Сурмачева,Маламира,Варленовна,1.0,Новосибирская область,1990-10-14,,,
2300152750,619477,2000027201,Юнюшина,Хатире,Хьевна,1.0,Новосибирская область,1997-10-18,,,
2300152750,619485,2000027201,Юнюшина,Хатире,Хьевна,1.0,Новосибирская область,1997-10-18,,,
2300152751,619480,2000885402,Аглиулин,Норман,Гаврилович,0.0,Новосибирская область,1984-12-21,,,
2300152751,619487,2000885402,Аглиулин,Норман,Гаврилович,0.0,Новосибирская область,1984-12-21,,,
2300152752,619522,2000885497,Цыварева,Идрак,Тристановна,1.0,Ханты-Мансийский АО — Югра,1970-01-13,,,
2300152752,619526,2000885497,Цыварева,Идрак,Тристановна,1.0,Ханты-Мансийский АО — Югра,1970-01-13,,,
