app_id,run_id,client_id,lastname,firstname,middlename,sex,birthplacetown,birthdate,familymembersnumber,maxpayment,avg_pure_income
2050007686,621569,2000076701,Топчиенко,Назира,Пегорович,0,Москва гор.,1990-12-14,,,
2050007687,620993,2000063419,Ершова,Ассоль,Реворгович,0,Москва,1982-06-19,,,
2050007687,620994,2000063419,Ершова,Ассоль,Реворгович,0,Москва,1982-06-19,,,
2050007689,621446,2000080301,Орехова,Галия,Максимович,1,Москва,1982-10-13,,,
2050007689,621466,2000080301,Орехова,Галия,Максимович,1,Москва,1982-10-13,,,
2050007690,621540,2000080401,Хрипаченко,Аполлинарий,Славомысович,1,Москва,1984-04-16,,,
2050007690,621560,2000080401,Хрипаченко,Аполлинарий,Славомысович,1,Москва,1984-04-16,,,
2100044145,2018813,2000731101,Литвинова,Виринея,Конрадович,1,г. Москва,1990-03-18,,,
2100046244,621390,2000758501,Вавилов,Ася,Емельянович,1,москва,1987-08-13,,,
2100048246,619609,2000776701,Моненко,Муза,Моисеевич,1,Москва,1990-09-21,,,
2100048246,619613,2000776701,Моненко,Муза,Моисеевич,1,Москва,1990-09-21,,,
2100048246,619619,2000776701,Моненко,Муза,Моисеевич,1,Москва,1990-09-21,,,
2100048246,619627,2000776701,Моненко,Муза,Моисеевич,1,Москва,1990-09-21,,,
2100048247,619661,2000776801,Фомин,Евстафий,Глебович,1,Москва,1990-09-21,,,
2100048247,619667,2000776801,Фомин,Евстафий,Глебович,1,Москва,1990-09-21,,,
2100048247,619669,2000776801,Фомин,Евстафий,Глебович,1,Москва,1990-09-21,,,
2100048247,619671,2000776801,Фомин,Евстафий,Глебович,1,Москва,1990-09-21,,,
2100048248,619677,2000776802,Лавро,Ивона,Иосифович,1,Москва,1990-09-21,,,
2100048248,619680,2000776802,Лавро,Ивона,Иосифович,1,Москва,1990-09-21,,,
2100048248,619692,2000776802,Лавро,Ивона,Иосифович,1,Москва,1990-09-21,,,
2100048248,619701,2000776802,Лавро,Ивона,Иосифович,1,Москва,1990-09-21,,,
2100048249,619785,2000776901,Иваненко,Артур,Богшаевич,1,Москва,1990-09-21,,,
2100048249,619787,2000776901,Иваненко,Артур,Богшаевич,1,Москва,1990-09-21,,,
2100048249,619788,2000776901,Иваненко,Артур,Богшаевич,1,Москва,1990-09-21,,,
2100048249,619789,2000776901,Иваненко,Артур,Богшаевич,1,Москва,1990-09-21,,,
2100048250,620087,2000777001,Лукина,Михаил,Тимофеевна,1,Москва,1990-09-21,,,
2100048250,620088,2000777001,Лукина,Михаил,Тимофеевна,1,Москва,1990-09-21,,,
2100048250,620089,2000777001,Лукина,Михаил,Тимофеевна,1,Москва,1990-09-21,,,
2100048250,620090,2000777001,Лукина,Михаил,Тимофеевна,1,Москва,1990-09-21,,,
2100048296,620291,2000777301,Сизько,Зигмунд,Будимировна,0,МОСКВА,1978-09-24,,,
2100048296,620293,2000777301,Сизько,Зигмунд,Будимировна,0,МОСКВА,1978-09-24,,,
2100048297,620292,2000777302,Попивненко,Дмитрий,Егорович,0,МОСКВА,1990-09-22,,,
2100048297,620294,2000777302,Попивненко,Дмитрий,Егорович,0,МОСКВА,1990-09-22,,,
2100048298,620347,2000777501,Немченко,Чингиз,Витальевич,1,Москва,1990-09-22,,,
2100048298,620349,2000777501,Немченко,Чингиз,Витальевич,1,Москва,1990-09-22,,,
2100048298,620350,2000777501,Немченко,Чингиз,Витальевич,1,Москва,1990-09-22,,,
2100048298,620356,2000777501,Немченко,Чингиз,Витальевич,1,Москва,1990-09-22,,,
2100048299,620405,2000777601,Деревиженко,Динар,Архипович,1,Москва,1990-09-22,,,
2100048299,620407,2000777601,Деревиженко,Динар,Архипович,1,Москва,1990-09-22,,,
2100048299,620410,2000777601,Деревиженко,Динар,Архипович,1,Москва,1990-09-22,,,
2100048299,620416,2000777601,Деревиженко,Динар,Архипович,1,Москва,1990-09-22,,,
2100048300,620507,2000777701,Горбачева,Алмаз,Васильевна,1,Москва,1990-09-22,,,
2100048300,620508,2000777701,Горбачева,Алмаз,Васильевна,1,Москва,1990-09-22,,,
2100048300,620514,2000777701,Горбачева,Алмаз,Васильевна,1,Москва,1990-09-22,,,
2100048300,620519,2000777701,Горбачева,Алмаз,Васильевна,1,Москва,1990-09-22,,,
2100048301,620607,2000777801,Худоченко,Евфросиния,Иосифович,1,Москва,1990-09-22,,,
2100048301,620610,2000777801,Худоченко,Евфросиния,Иосифович,1,Москва,1990-09-22,,,
2100048301,620617,2000777801,Худоченко,Евфросиния,Иосифович,1,Москва,1990-09-22,,,
2100048301,620624,2000777801,Худоченко,Евфросиния,Иосифович,1,Москва,1990-09-22,,,
2100048301,620954,2000777801,Худоченко,Евфросиния,Иосифович,1,Москва,1990-09-22,,,
2100048301,620987,2000777801,Худоченко,Евфросиния,Иосифович,1,Москва,1990-09-22,,,
2100048302,620658,2000777901,Борисюк,Рема,Вемировна,1,Москва,1990-09-22,,,
2100048302,620659,2000777901,Борисюк,Рема,Вемировна,1,Москва,1990-09-22,,,
2100048302,620661,2000777901,Борисюк,Рема,Вемировна,1,Москва,1990-09-22,,,
2100048302,620669,2000777901,Борисюк,Рема,Вемировна,1,Москва,1990-09-22,,,
2100048305,621702,2000777401,Богдащенко,Расул,Ярославович,1,г Москва,1987-01-18,,,
2100048305,621816,2000777401,Богдащенко,Расул,Ярославович,1,г Москва,1987-01-18,,,
2100048306,621410,2000778001,Никифорова ,Георгий,Валерьевна,1,Москва,1990-09-22,,,
2100048306,621411,2000778001,Никифорова ,Георгий,Валерьевна,1,Москва,1990-09-22,,,
2100048306,621415,2000778001,Никифорова ,Георгий,Валерьевна,1,Москва,1990-09-22,,,
2100048306,621423,2000778001,Никифорова ,Георгий,Валерьевна,1,Москва,1990-09-22,,,
2300014141,619327,2000362002,Кухаренко,Прокопий,Семеновна,1,Москва,1984-11-14,,169650,
2300014204,621645,2000364302,Шиленко,Инокентий,Будимировна,1,Москва,1990-03-13,,,
2300014204,621694,2000364302,Шиленко,Инокентий,Будимировна,1,Москва,1990-03-13,,195750,
2300014778,621375,2000376901,Злобин,Севастьян,Яхьевна,1,Москва,1974-02-14,,169650,
2300128258,620962,2000232701,Целенко,Эрнест,Наумович,1,Москва,1980-08-21,,,
2300128258,620971,2000232701,Целенко,Эрнест,Наумович,1,Москва,1980-08-21,,97500,150000.00000
2300139055,621653,2000813148,Шиленко,Эрнест,Лудиславович,1,Москва,1985-04-08,,,
2300139055,621662,2000813148,Шиленко,Эрнест,Лудиславович,1,Москва,1985-04-08,,,
2300139055,621669,2000813148,Шиленко,Эрнест,Лудиславович,1,Москва,1985-04-08,,221850,
2300139121,621644,2000813734,Шиленко,Эрнест,Лудиславович,1,Москва,1985-07-23,,,
2300139121,621704,2000813734,Шиленко,Эрнест,Лудиславович,1,Москва,1985-07-23,,221850,
2300139173,621497,2000813859,Шиленко,Эрнест,Лудиславович,1,Москва,1984-12-23,,,
2300139173,621518,2000813859,Шиленко,Эрнест,Лудиславович,1,Москва,1984-12-23,,221850,
2300139176,620612,2000813933,Шиленко,Эрнест,Лудиславович,1,Москва,1984-11-01,,,
2300139176,621440,2000813933,Шиленко,Эрнест,Лудиславович,1,Москва,1984-11-01,,221850,
2300139223,620649,2000814152,Шиленко,Эрнест,Лудиславович,1,Москва,1985-01-07,,,
2300139223,620682,2000814152,Шиленко,Эрнест,Лудиславович,1,Москва,1985-01-07,,221850,
2300139771,619420,2000817136,Шиленко,Эрнест,Лудиславович,1,Москва,1985-07-17,,,
2300141401,619584,2000825534,Илюченко,Агриппина,Валерьевич,1,Москва,1961-02-22,,,
2300141401,619587,2000825534,Илюченко,Агриппина,Валерьевич,1,Москва,1961-02-22,,,
2300141401,619599,2000825534,Илюченко,Агриппина,Валерьевич,1,Москва,1961-02-22,,,
2300141552,620592,2000826368,Самичко,Николь,Витомировна,1,ретест,1961-04-05,,,
2300144210,621277,2000839865,Шиленко,Эрнест,Лудиславович,1,Москва,1985-01-26,,,
2300144210,621283,2000839865,Шиленко,Эрнест,Лудиславович,1,Москва,1985-01-26,,195750,
2300144213,621262,2000840066,Шиленко,Эрнест,Лудиславович,1,Москва,1985-07-15,,,
2300144213,621267,2000840066,Шиленко,Эрнест,Лудиславович,1,Москва,1985-07-15,,195750,
2300144261,621246,2000840283,Шиленко,Эрнест,Лудиславович,1,Москва,1985-06-11,,,
2300144261,621257,2000840283,Шиленко,Эрнест,Лудиславович,1,Москва,1985-06-11,,195750,
2300144262,619385,2000840365,Шиленко,Эрнест,Лудиславович,1,Москва,1985-07-08,,,
2300144262,619394,2000840365,Шиленко,Эрнест,Лудиславович,1,Москва,1985-07-08,,195750,
2300144262,620341,2000840365,Шиленко,Эрнест,Лудиславович,1,Москва,1985-07-08,,195750,
2300144264,619372,2000840466,Шиленко,Эрнест,Лудиславович,1,Москва,1985-04-25,,,
2300144264,619444,2000840466,Шиленко,Эрнест,Лудиславович,1,Москва,1985-04-25,,195750,
2300144390,619361,2000840992,Шиленко,Эрнест,Лудиславович,1,Москва,1985-02-27,,,
2300144390,619365,2000840992,Шиленко,Эрнест,Лудиславович,1,Москва,1985-02-27,,195750,
2300144390,620339,2000840992,Шиленко,Эрнест,Лудиславович,1,Москва,1985-02-27,,195750,
2300145481,619709,2000848495,Шиленко,Эрнест,Лудиславович,1,Москва,1985-06-08,,,
2300145481,619719,2000848495,Шиленко,Эрнест,Лудиславович,1,Москва,1985-06-08,,,
2300145481,619724,2000848495,Шиленко,Эрнест,Лудиславович,1,Москва,1985-06-08,,,
2300145481,619729,2000848495,Шиленко,Эрнест,Лудиславович,1,Москва,1985-06-08,,,
2300145691,620711,2000849774,Шиленко,Эрнест,Лудиславович,1,Москва,1985-07-21,,,
2300146127,620806,2000838894,Карпенко,Наоми,Всеволодович,1,Москва,1970-02-28,,,
2300146127,620818,2000838894,Карпенко,Наоми,Всеволодович,1,Москва,1970-02-28,,,
2300146127,620823,2000838894,Карпенко,Наоми,Всеволодович,1,Москва,1970-02-28,,,
2300147669,620728,2000860208,Гвардиенко,Расул,,1,Тверь,1990-06-06,,146803,174000.00000
2300147670,620370,2000860297,Пономарев,Расул,,1,Тверь,1990-01-01,,,
2300147670,620372,2000860297,Пономарев,Расул,,1,Тверь,1990-01-01,,,
2300147670,620383,2000860297,Пономарев,Расул,,1,Тверь,1990-01-01,,104617,160950.00000
2300147670,620390,2000860297,Пономарев,Расул,,1,Тверь,1990-01-01,,104617,160950.00000
2300147670,620395,2000860297,Пономарев,Расул,,1,Тверь,1990-01-01,,104617,160950.00000
2300147815,620731,2000860908,Пономарев,Расул,,1,Тверь,1990-01-01,,,
2300147815,620749,2000860908,Пономарев,Расул,,1,Тверь,1990-01-01,,,
2300147815,620760,2000860908,Пономарев,Расул,,1,Тверь,1990-01-01,,134987,160950.00000
2300147815,620768,2000860908,Пономарев,Расул,,1,Тверь,1990-01-01,,134987,160950.00000
2300147815,620773,2000860908,Пономарев,Расул,,1,Тверь,1990-01-01,,134987,160950.00000
2300148302,619766,2000831266,Кузьмин,Эдда,Эльдаровна,1,г. Тестов,1965-11-10,,,
2300148302,619768,2000831266,Кузьмин,Эдда,Эльдаровна,1,г. Тестов,1965-11-10,,,
2300152121,619673,2000851865,Корнеева,Рина,Октябрятовна,1,МОСКВА,1990-06-30,,,
2300152121,619782,2000851865,Корнеева,Рина,Октябрятовна,1,МОСКВА,1990-06-30,,,
2300152121,619830,2000851865,Корнеева,Рина,Октябрятовна,1,МОСКВА,1990-06-30,,,
2300152183,621100,2000882497,Дубровин,Евдокия,Гениевна,1,Москва,1990-08-31,,,
2300152183,621108,2000882497,Дубровин,Евдокия,Гениевна,1,Москва,1990-08-31,,,
2300152183,621112,2000882497,Дубровин,Евдокия,Гениевна,1,Москва,1990-08-31,,,
2300152237,621591,2000882700,Краснова,Любомир,Миродарович,0,Москва,1966-03-12,,,
2300152237,621621,2000882700,Краснова,Любомир,Миродарович,0,Москва,1966-03-12,,,
2300152397,621269,2000816457,Корнеева,Фазиль,Валериевна,1,МОСКВА,1990-07-14,,,
2300152450,619894,2000850576,Клюева,Виринея,Денисович,1,г. Москва,1969-02-03,,,
2300152452,621405,2000884097,Панасюк,Нора,Эрминович,0,Москва,1985-01-17,,,
2300152452,621417,2000884097,Панасюк,Нора,Эрминович,0,Москва,1985-01-17,,169650,
2300152564,619827,2000884697,Сорокина ,Парамон,Афанасьевич,1,г. Москва,1970-08-03,,,
2300152564,619857,2000884697,Сорокина ,Парамон,Афанасьевич,1,г. Москва,1970-08-03,,,
2300152611,619337,2000884731,Киселева ,Аркадий,Игоревич,1,Москва,1982-09-30,,,
2300152618,619746,2000884615,Клюев,Малика,Эльдаровна,1,г. Тестов,1965-11-10,,,
2300152622,619331,2000884798,Куликов,Ольга,Джонатанович,1,Москва,1990-08-14,,,
2300152623,619399,2000884799,Мидюшко,Джессика,Пегорович,1,Тверь,1983-05-23,,,
2300152623,619404,2000884799,Мидюшко,Джессика,Пегорович,1,Тверь,1983-05-23,,,
2300152624,619325,2000884800,Астапенко,Митрофан,Миодраговна,0,Москва,1985-01-16,,,
2300152625,619332,2000884801,Сычева,Гордей,Владиславович,1,г. Москва,1990-03-18,,,
2300152626,619341,2000884802,Мартынова,Тамила,Васильевна,0,Киров,1998-05-16,,,
2300152626,619474,2000884802,Мартынова,Тамила,Васильевна,0,Киров,1998-05-16,,,
2300152626,619557,2000884802,Мартынова,Тамила,Васильевна,0,Киров,1998-05-16,,,
2300152626,619561,2000884802,Мартынова,Тамила,Васильевна,0,Киров,1998-05-16,,,
2300152629,619345,2000884805,Бущенко,Дебора,Вячеславовна,1,москва,1999-05-01,,,
2300152632,619347,2000884807,Сычева,Гордей,Владиславович,1,г. Москва,1990-03-18,,,
2300152684,619414,2000884920,Салиенко,Эльдар,Ленарович,0,г Москва,1986-03-23,,,
2300152685,619381,2000884997,Шиленко,Эрнест,Лудиславович,1,Москва,1984-10-04,,,
2300152685,619391,2000884997,Шиленко,Эрнест,Лудиславович,1,Москва,1984-10-04,,,
2300152685,619402,2000884997,Шиленко,Эрнест,Лудиславович,1,Москва,1984-10-04,,195750,261000.00000
2300152685,619406,2000884997,Шиленко,Эрнест,Лудиславович,1,Москва,1984-10-04,,195750,261000.00000
2300152685,619411,2000884997,Шиленко,Эрнест,Лудиславович,1,Москва,1984-10-04,,195750,261000.00000
2300152686,619382,2000884998,Шиленко,Эрнест,Лудиславович,1,Москва,1985-03-25,,,
2300152686,619392,2000884998,Шиленко,Эрнест,Лудиславович,1,Москва,1985-03-25,,,
2300152686,619403,2000884998,Шиленко,Эрнест,Лудиславович,1,Москва,1985-03-25,,195750,261000.00000
2300152686,619408,2000884998,Шиленко,Эрнест,Лудиславович,1,Москва,1985-03-25,,195750,261000.00000
2300152686,619413,2000884998,Шиленко,Эрнест,Лудиславович,1,Москва,1985-03-25,,195750,261000.00000
2300152686,621741,2000884998,Шиленко,Эрнест,Лудиславович,1,Москва,1985-03-25,,,
2300152686,621745,2000884998,Шиленко,Эрнест,Лудиславович,1,Москва,1985-03-25,,195750,
2300152687,619417,2000885097,Гальченко,Юлиан,Витальевич,1,Москва,1990-09-14,,,
2300152687,619489,2000885097,Гальченко,Юлиан,Витальевич,1,Москва,1990-09-14,,,
2300152687,619525,2000885097,Гальченко,Юлиан,Витальевич,1,Москва,1990-09-14,,,
2300152687,619582,2000885097,Гальченко,Юлиан,Витальевич,1,Москва,1990-09-14,,,
2300152689,619398,2000885099,Игнавтенко,Самуил,Кириллович,1,Москва,1980-03-02,,,
2300152690,619430,2000885100,Милокостенко,Есения,Хьевна,0,г Астрахань,1988-02-22,,,
2300152691,619416,2000885101,Малеко,Арам,Ториевич,0,Москва,1985-04-22,,,
2300152691,619418,2000885101,Малеко,Арам,Ториевич,0,Москва,1985-04-22,,,
2300152692,619445,2000885197,Широченко,Эдда,Артемовна,0,Москва,1987-01-09,,,
2300152692,619449,2000885197,Широченко,Эдда,Артемовна,0,Москва,1987-01-09,,,
2300152693,619456,2000885102,Синицына,Разумник,Энтониевна,1,г Нефтеюганск,1988-02-22,,,
2300152694,619428,2000885103,Юдина,Нестор,Златомировна,0,Москва,1991-07-11,,,
2300152694,619429,2000885103,Юдина,Нестор,Златомировна,0,Москва,1991-07-11,,,
2300152695,619442,2000885104,Гладенко,Никанор,Динович,0,Москва,1985-01-14,,,
2300152695,619446,2000885104,Гладенко,Никанор,Динович,0,Москва,1985-01-14,,,
2300152695,619450,2000885104,Гладенко,Никанор,Динович,0,Москва,1985-01-14,,169650,261000.00000
2300152695,619452,2000885104,Гладенко,Никанор,Динович,0,Москва,1985-01-14,,169650,261000.00000
2300152695,619455,2000885104,Гладенко,Никанор,Динович,0,Москва,1985-01-14,,169650,261000.00000
2300152741,619488,2000375201,Колпакова,Амаль,Степановна,1,тверь,1990-04-07,,,
2300152741,619518,2000375201,Колпакова,Амаль,Степановна,1,тверь,1990-04-07,,,
2300152741,619521,2000375201,Колпакова,Амаль,Степановна,1,тверь,1990-04-07,,282750,435000.00000
2300152741,619574,2000375201,Колпакова,Амаль,Степановна,1,тверь,1990-04-07,,282750,435000.00000
2300152741,619646,2000375201,Колпакова,Амаль,Степановна,1,тверь,1990-04-07,,282750,435000.00000
2300152742,619473,2000885140,Спиридонова,Аникита,Платоновна,0,г Москва,1983-11-01,,,
2300152743,619460,2000885297,Передриенко,Федосей,Петрович,1,hjhj,1986-10-13,,,
2300152743,619464,2000885297,Передриенко,Федосей,Петрович,1,hjhj,1986-10-13,,,
2300152743,619472,2000885297,Передриенко,Федосей,Петрович,1,hjhj,1986-10-13,,,
2300152744,619463,2000885398,Хорунженко,Афанасий,Акмалович,0,Москва,1985-08-27,,,
2300152744,619468,2000885398,Хорунженко,Афанасий,Акмалович,0,Москва,1985-08-27,,,
2300152745,619471,2000885399,Михеев,Амаль,Миродарович,0,Москва,1978-02-20,,,
2300152745,619478,2000885399,Михеев,Амаль,Миродарович,0,Москва,1978-02-20,,,
2300152745,619484,2000885399,Михеев,Амаль,Миродарович,0,Москва,1978-02-20,,192270,295800.00000
2300152745,619494,2000885399,Михеев,Амаль,Миродарович,0,Москва,1978-02-20,,192270,295800.00000
2300152745,619580,2000885399,Михеев,Амаль,Миродарович,0,Москва,1978-02-20,,192270,295800.00000
2300152745,619623,2000885399,Михеев,Амаль,Миродарович,0,Москва,1978-02-20,,,
2300152746,619497,2000885400,Куликов,Пинна,Семеновна,1,Москва,1990-10-14,,,
2300152746,619890,2000885400,Куликов,Пинна,Семеновна,1,Москва,1990-10-14,,,
2300152746,619898,2000885400,Куликов,Пинна,Семеновна,1,Москва,1990-10-14,,,
2300152746,619903,2000885400,Куликов,Пинна,Семеновна,1,Москва,1990-10-14,,,
2300152747,619467,2000885401,Кузьмина,Расул,Лудиславович,1,Тверь,1982-11-21,,,
2300152748,619470,2000884807,Сычева,Гордей,Владиславович,1,г. Москва,1990-03-18,,,
2300152749,619516,2000885400,Куликов,Пинна,Семеновна,1,Москва,1990-10-14,,,
2300152750,619477,2000027201,Лещенко,Диана,Эванович,1,Москва,1997-10-18,,,
2300152750,619485,2000027201,Лещенко,Диана,Эванович,1,Москва,1997-10-18,,,
2300152751,619480,2000885402,Скокло,Лилиана,Елисеевич,0,Москва,1984-12-21,,,
2300152751,619487,2000885402,Скокло,Лилиана,Елисеевич,0,Москва,1984-12-21,,,
2300152752,619522,2000885497,Муратов,Кора,Германнович,1,МОСКВА,1970-01-13,,,
2300152752,619526,2000885497,Муратов,Кора,Германнович,1,МОСКВА,1970-01-13,,,
2300152753,619483,2000851066,Хавшабо,Алмаз,Пламеньевич,0,МОСКВА,1990-07-23,,,
2300152754,619515,2000885498,Кузьмина,Аделина,Петрович,1,тверь,1979-04-14,,,
2300152754,619559,2000885498,Кузьмина,Аделина,Петрович,1,тверь,1979-04-14,,,
2300152754,619606,2000885498,Кузьмина,Аделина,Петрович,1,тверь,1979-04-14,,,
2300152754,619617,2000885498,Кузьмина,Аделина,Петрович,1,тверь,1979-04-14,,273615,321900.00000
2300152755,619514,2000885499,Гонуленко,Рина,,1,Москва,1990-03-05,,,
2300152755,619527,2000885499,Гонуленко,Рина,,1,Москва,1990-03-05,,,
2300152755,619538,2000885499,Гонуленко,Рина,,1,Москва,1990-03-05,,84825,130500.00000
2300152755,619549,2000885499,Гонуленко,Рина,,1,Москва,1990-03-05,,84825,130500.00000
2300152755,619575,2000885499,Гонуленко,Рина,,1,Москва,1990-03-05,,84825,130500.00000
2300152755,619697,2000885499,Гонуленко,Рина,,1,Москва,1990-03-05,,,
2300152755,620910,2000885499,Гонуленко,Рина,,1,Москва,1990-03-05,,,
2300152755,620944,2000885499,Гонуленко,Рина,,1,Москва,1990-03-05,,84825,
2300152756,619495,2000885403,Бляшко,Мансур,Ильсияровна,0,Москва,1984-10-27,,,
2300152756,619498,2000885403,Бляшко,Мансур,Ильсияровна,0,Москва,1984-10-27,,,
2300152756,619517,2000885403,Бляшко,Мансур,Ильсияровна,0,Москва,1984-10-27,,169650,261000.00000
2300152756,619520,2000885403,Бляшко,Мансур,Ильсияровна,0,Москва,1984-10-27,,169650,261000.00000
2300152756,619524,2000885403,Бляшко,Мансур,Ильсияровна,0,Москва,1984-10-27,,169650,261000.00000
2300152756,619532,2000885403,Бляшко,Мансур,Ильсияровна,0,Москва,1984-10-27,,,
2300152756,619552,2000885403,Бляшко,Мансур,Ильсияровна,0,Москва,1984-10-27,,,
2300152807,619567,2000885422,Созыко,Саида,Рианович,0,Москва,1985-08-04,,,
2300152809,619537,2000849966,Корнеева,Ерофей,Леунджевич,1,Москва,1990-07-14,,,
2300152810,619540,2000851066,Хавшабо,Алмаз,Пламеньевич,0,МОСКВА,1990-07-23,,,
2300152811,619542,2000740104,Мазито,Зигмунд,Ургавнебович,0,ТВЕРЬ,1990-01-11,,,
2300152812,619544,2000849966,Корнеева,Ерофей,Леунджевич,1,Москва,1990-07-14,,,
2300152812,619556,2000849966,Корнеева,Ерофей,Леунджевич,1,Москва,1990-07-14,,,
2300152813,619547,2000884397,Панкратов,Карина,Кириллович,1,Москва,1976-01-28,,,
2300152814,619576,2000885697,Флеенко,Гордей,Владиславович,1,г. Москва,1990-03-18,,,
2300152814,620770,2000885697,Флеенко,Гордей,Владиславович,1,г. Москва,1990-03-18,,,
2300152816,619616,2000885699,Гальченко,Николай,Эдисоновна,1,Москва,1990-11-14,,,
2300152817,619578,2000106304,Клюева,Берта,Витальевич,1,г. Москва,1978-11-23,,,
2300152817,619647,2000106304,Клюева,Берта,Витальевич,1,г. Москва,1978-11-23,,,
2300152818,619615,2000885699,Гальченко,Николай,Эдисоновна,1,Москва,1990-11-14,,,
2300152820,619614,2000885700,Гальченко,Николай,Эдисоновна,1,Москва,1990-02-14,,,
2300152822,619585,2000885797,Алефиренко,Радик,Ремировна,1,Москва,1988-08-15,,,
2300152869,619601,2000849966,Корнеева,Ерофей,Леунджевич,1,Москва,1990-07-14,,,
2300152869,619607,2000849966,Корнеева,Ерофей,Леунджевич,1,Москва,1990-07-14,,,
2300152870,619605,2000885826,Чеботарев,Джереми,Хьевна,0,Москва,1995-09-06,,,
2300152870,619610,2000885826,Чеботарев,Джереми,Хьевна,0,Москва,1995-09-06,,,
2300152870,619620,2000885826,Чеботарев,Джереми,Хьевна,0,Москва,1995-09-06,,169650,261000.00000
