app_id,run_id,opendate,inittermnumber,initpayment,asktotalcreditqty,inputusername,appdatetime,signdate,totalmaxpayment,card_number,client_snils,client_inn
2300155418,621476,2020-09-22,13.0000000000,4384.1800000000,50000.0000000000,System,2020-09-22,2020-09-22,,4989481838012705,80965266638,25262541859
2300155414,621463,2020-09-22,,85514.3100000000,8500000.0000000000,Ипотечный Сотрудник Фронт-офиса ,2020-09-22,,195750.00000,4666311356377976,56209729911,25445393911
2300155414,621453,2020-09-22,,47844.7200000000,5000000.0000000000,Ипотечный Сотрудник Фронт-офиса ,2020-09-22,,,4755327634146951,77724570645,25915491571
2050007689,621446,2020-09-22,,,299000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-22,2020-09-22,,4556343054904770,20086276137,26174032903
2300155175,621422,2020-09-22,,1606.2300000000,170000.0000000000,Ипотечный Циковец Разработкович,2020-09-22,,251430.00000,4028299560469783,54849038934,26222490046
2300155363,621414,2020-09-22,60.0000000000,4453.7900000000,200000.0000000000,System,2020-09-22,2020-09-22,,4997562376273831,38648702330,26303886906
2100048306,621410,2020-09-22,,,60000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-22,2020-09-22,,4661119115171498,30296994500,26432893820
2300155360,621399,2020-09-22,60.0000000000,4453.7900000000,200000.0000000000,System,2020-09-22,2020-09-22,,4229571024691120,54085832498,26484781684
2300155299,621394,2020-09-22,,,50000.0000000000,SYSTEM,2020-09-22,2020-09-22,,4235263159501306,16076334259,26760946602
2300155361,621382,2020-09-22,19.0000000000,34701.1600000000,550000.0000000000,System,2020-09-22,2020-09-22,,4506570789973768,60434364057,27047443130
2300014778,621375,2020-07-23,,53119.6100000000,4000000.0000000000,Ипотечный Сотрудник Фронт-офиса ,2020-09-22,,,4710643695078600,49244951017,27285257904
2300154881,621350,2020-09-22,,,50000.0000000000,SYSTEM,2020-09-22,2020-09-22,,4851995427663250,65674628648,28323863428
2300154811,621336,2020-09-22,,29995.2900000000,3000000.0000000000,Ипотечный Сотрудник Фронт-офиса ,2020-09-22,,195750.00000,4560467275002538,18090652473,28377598550
2300155307,621330,2020-09-22,19.0000000000,33158.1600000000,550000.0000000000,System,2020-09-22,2020-09-22,,4249427178810261,41959944743,28634540885
2300155305,621324,2020-09-22,30.0000000000,41868.2600000000,1081081.0000000000,System,2020-09-22,2020-09-22,,4469384469990182,19775587154,29196276803
2300155302,621317,2020-09-22,19.0000000000,33158.1600000000,550000.0000000000,System,2020-09-22,2020-09-22,,4246815649282370,83176483423,29279530468
7548,621306,2020-09-22,12.0000000000,,600000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-22,2020-09-22,,4248182145385332,96882993716,29829635428
2300155113,621300,2020-09-22,,,22000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-22,2020-09-22,,4567388309664130,9655108492,29897505681
2300144210,621277,2020-09-17,,16389.6800000000,2000000.0000000000,Ипотечный Сотрудник Фронт-офиса ,2020-09-22,,195750.00000,4199809566592207,55653854227,29976978793
2300155113,621272,2020-09-22,,,22000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-22,2020-09-22,,4599278480033969,28485516723,35438964416
2300144213,621262,2020-09-17,,92855.1600000000,10000000.0000000000,Ипотечный Сотрудник Фронт-офиса ,2020-09-22,,195750.00000,4744904651990752,97154702226,35741375718
2300144261,621246,2020-09-17,,92855.1600000000,10000000.0000000000,Ипотечный Сотрудник Фронт-офиса ,2020-09-22,,195750.00000,4023758121285371,64221381155,35939545938
2300155237,621240,2020-09-22,,,60000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-22,2020-09-22,,4537200107092033,46839710133,36274205539
2300155239,621232,2020-09-22,60.0000000000,25035.6800000000,1176471.0000000000,System,2020-09-22,2020-09-22,,4939620034738362,19621839300,36303462822
2300155182,621207,2020-09-22,30.0000000000,49256.8100000000,1271861.0000000000,System,2020-09-22,2020-09-22,,4728580751655170,32651715565,36440989466
2300155170,621197,2020-09-22,19.0000000000,33158.1600000000,550000.0000000000,System,2020-09-22,2020-09-22,,4382999923994183,34906136581,36445191825
2300155169,621181,2020-09-22,,,60000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-22,2020-09-22,,4178360613706098,30227123710,36613121004
2300155169,621176,2020-09-22,,,60000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-22,2020-09-22,,4742860359111822,75098751343,36660877863
2300155167,621171,2020-09-22,24.0000000000,25267.0300000000,500000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-22,2020-09-22,,4937251269773841,96720105204,37900919494
2300155118,621156,2020-09-22,,85514.3100000000,8500000.0000000000,Фронтовой-Томский Сотрудник ,2020-09-22,,195750.00000,4841971867891175,42862927816,38494531267
2300155117,621142,2020-09-22,,49281.0100000000,5100000.0000000000,Ипотечный Сотрудник Фронт-офиса ,2020-09-22,,169650.00000,4409001634885435,60210381718,38632919032
2300155116,621137,2020-09-22,,969.0800000000,1500000.0000000000,Ипотечный Циковец Разработкович,2020-09-22,,,4774148515701434,96690841372,38970765592
2300155119,621121,2020-09-22,,50302.5400000000,5000000.0000000000,Фронтовой-Томский Сотрудник ,2020-09-22,,,4547395192565600,43999737980,38998457534
2300155050,621110,2020-09-22,60.0000000000,7175.5400000000,300000.0000000000,System,2020-09-22,2020-09-22,,4189259904571400,97550204319,39183678406
2300155113,621106,2020-09-22,,,22000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-22,2020-09-22,,4871903363561344,24193020435,39926129617
2300155050,621098,2020-09-22,24.0000000000,24094.6100000000,500000.0000000000,System,2020-09-22,2020-09-22,,4509411540076764,30303803404,45606811594
2300155053,621089,2020-09-22,,969.0800000000,1500000.0000000000,Ипотечный Циковец Разработкович,2020-09-22,,,4946048119557757,26950803298,45909777494
2300155110,621084,2020-09-22,,,50000.0000000000,SYSTEM,2020-09-22,2020-09-22,,4568105907486255,43209941068,45919072221
2300155061,621073,2020-09-22,,85514.3100000000,8500000.0000000000,Фронтовой-Томский Сотрудник ,2020-09-22,,195750.00000,4837395832322064,61764231186,46770576978
2300155110,621067,2020-09-22,,,50000.0000000000,SYSTEM,2020-09-22,2020-09-22,,4678320242118888,57661251310,46776350279
2300155061,621060,2020-09-22,,50302.5400000000,5000000.0000000000,Фронтовой-Томский Сотрудник ,2020-09-22,,,4831111497755969,85543260212,46930626235
2300155105,621054,2020-09-22,13.0000000000,106464.0600000000,1176471.0000000000,System,2020-09-22,2020-09-22,,4921128441671812,96672790379,47225150606
2300155055,621035,2020-09-22,13.0000000000,135648.5400000000,1568542.0000000000,System,2020-09-22,2020-09-22,,4741316033558178,54475642818,47299696260
2300155047,621019,2020-09-22,,,60000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-22,2020-09-22,,4865463972653261,17552230258,47916982160
2300155047,621014,2020-09-22,,,60000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-22,2020-09-22,,4388910182287163,38854977167,48193969230
7543,621006,2020-09-22,40.0000000000,40456.4300000000,1344444.0000000000,System,2020-09-22,2020-09-22,,4383850210106297,44608847612,48366814876
2300155038,620992,2020-09-22,30.0000000000,49256.8100000000,1271861.0000000000,System,2020-09-22,2020-09-22,,4239893451550852,82609131594,48770977780
2300155036,620985,2020-09-22,30.0000000000,49256.8100000000,1271861.0000000000,System,2020-09-22,2020-09-22,,4326674827488538,66967084672,49052198610
2100048301,620954,2020-09-22,,,60000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-22,2020-09-22,,4004903674902690,14446429769,49466548958
2300154951,620948,2020-09-22,24.0000000000,25267.0300000000,500000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-22,2020-09-22,,4415809683577584,55135782393,49575545403
2300154944,620938,2020-09-22,,50302.5400000000,5000000.0000000000,Фронтовой-Томский Сотрудник ,2020-09-22,,,4710352964126120,52800179059,49643225404
2300154941,620923,2020-09-22,,,290000.0000000000,SYSTEM,2020-09-22,2020-09-22,,4865108107882349,63925933734,49813538206
2300154936,620916,2020-09-22,,29387.0100000000,3000000.0000000000,Ипотечный Сотрудник Фронт-офиса ,2020-09-22,,,4131535411637779,23709001744,49827468164
2300154876,620907,2020-09-22,60.0000000000,7619.9700000000,350000.0000000000,System,2020-09-22,2020-09-22,,4975647077122472,97868731409,49876677107
2300154824,620899,2020-09-22,44.0000000000,10284.8400000000,373595.5100000000,Краснодарский Фронтовик ,2020-09-22,2020-09-22,,4358357945825150,28710221456,55303761679
2300154886,620879,2020-09-22,60.0000000000,7619.9700000000,350000.0000000000,System,2020-09-22,2020-09-22,,4500742750145249,8872914825,55691011183
2300154876,620870,2020-09-22,60.0000000000,7619.9700000000,350000.0000000000,System,2020-09-22,2020-09-22,,4138291767897855,86684768898,55850573857
7540,620860,2020-09-22,60.0000000000,12162.0400000000,500000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-22,2020-09-22,,4942898463869560,25554647698,56251869688
2300154873,620854,2020-09-22,,50396.7400000000,6000000.0000000000,Ипотечный Циковец Разработкович,2020-09-22,,,4260236694676203,54602611158,56665132200
2300154822,620842,2020-09-22,36.0000000000,6077.8600000000,180000.0000000000,System,2020-09-22,2020-09-22,,4135818890947521,47727735942,56803918168
2300154826,620825,2020-09-22,13.0000000000,4384.1800000000,50000.0000000000,System,2020-09-22,2020-09-22,,4366741212099633,57181627811,57134661215
2300146127,620818,2020-09-18,60.0000000000,4453.7900000000,200000.0000000000,System,2020-09-22,2020-09-22,,4348443310711804,6902406553,57209212058
2300154755,620812,2020-09-22,24.0000000000,7297.9500000000,150000.0000000000,System,2020-09-22,2020-09-22,,4403811639163513,57658483865,57263314675
2300154815,620799,2020-09-22,,,60000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-22,2020-09-22,,4179501191394380,95961037854,57483173927
2300154816,620794,2020-09-22,,,350000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-22,2020-09-22,,4800008335126303,99378762306,58050441769
2300154787,620788,2020-09-22,60.0000000000,31920.5000000000,1500001.0000000000,System,2020-09-22,2020-09-22,,4391803990623015,22215726024,59549166596
2300154814,620781,2020-09-22,13.0000000000,88148.6000000000,1000000.0000000000,System,2020-09-22,2020-09-22,,4510935293575603,24052965457,59678753360
2300154759,620776,2020-09-22,50.0000000000,30803.2100000000,1200000.0000000000,System,2020-09-22,2020-09-22,,4166247790825201,69692533671,65880686692
2300154755,620764,2020-09-22,24.0000000000,7297.9500000000,150000.0000000000,System,2020-09-22,2020-09-22,,4542445173503735,61691774826,66451521333
2300154809,620758,2020-09-22,19.0000000000,33158.1600000000,550000.0000000000,System,2020-09-22,2020-09-22,,4710300978880059,15532048746,66494897877
2300154754,620733,2020-09-22,,47844.7200000000,5000000.0000000000,Ипотечный Сотрудник Фронт-офиса ,2020-09-22,,,4713841417149918,19841792326,67143510762
2300147669,620728,2020-09-19,,969.0800000000,1200000.0000000000,Ипотечный Циковец Разработкович,2020-09-22,,,4916740775146000,16401126516,67913755933
2300154745,620724,2020-09-22,40.0000000000,24300.2500000000,800000.0000000000,System,2020-09-22,2020-09-22,,4650754915476623,10230842089,67916211297
2300145691,620711,2020-09-18,,27310.6800000000,2100000.0000000000,Ипотечный Сотрудник Фронт-офиса ,2020-09-22,,195750.00000,4083858749603273,87993182393,68693482912
2300154744,620702,2020-09-22,,46162.7800000000,6000000.0000000000,Ипотечный Циковец Разработкович,2020-09-22,,,4885265622197243,46737945446,68700726263
7537,620690,2020-09-22,,,600000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-22,2020-09-22,,4590096475738726,56750234904,69252224324
2300154741,620685,2020-09-22,,66610.5400000000,6800000.0000000000,System,2020-09-22,,169650.00000,4392335533023592,99007998974,69591379308
7534,620678,2020-09-22,60.0000000000,12162.0400000000,500000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-22,2020-09-22,,4457831888317151,70823809196,69684661515
2300154742,620664,2020-09-22,19.0000000000,33158.1600000000,550000.0000000000,System,2020-09-22,2020-09-22,,4299984623713531,45277474212,75316425846
2100048302,620659,2020-09-22,,,60000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-22,2020-09-22,,4883145256241768,79298849305,75487298901
2300154689,620653,2020-09-22,60.0000000000,4453.7900000000,200000.0000000000,Самошкина Елена Аркадьевна,2020-09-22,2020-09-22,,4934842919737732,44381142869,75563630215
2300154683,620634,2020-09-22,,,50000.0000000000,SYSTEM,2020-09-22,2020-09-22,,4853230675052156,18415434468,75585056989
2100048301,620617,2020-09-22,,,60000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-22,2020-09-22,,4618052417910137,77679021963,76179581881
2300154690,620609,2020-09-22,,47844.7200000000,5000000.0000000000,Ипотечный Сотрудник Фронт-офиса ,2020-09-22,,,4058411402482410,69483635866,76496571059
2300154691,620603,2020-09-22,,47844.7200000000,5000000.0000000000,Ипотечный Сотрудник Фронт-офиса ,2020-09-22,,,4453880295786403,20058808742,76671950207
2300154562,620585,2020-09-22,13.0000000000,88148.6000000000,1000000.0000000000,System,2020-09-22,2020-09-22,,4210040144860784,32101267802,76807101500
2300154681,620574,2020-09-22,,88711.7800000000,8500000.0000000000,System,2020-09-22,,169650.00000,4554030669036864,11410168594,76821226821
2300154684,620567,2020-09-22,13.0000000000,4384.1800000000,50000.0000000000,System,2020-09-22,2020-09-22,,4267283192252767,22948124785,77332559657
2300154568,620542,2020-09-22,,79241.1200000000,11000000.0000000000,Ипотечный Сотрудник Фронт-офиса ,2020-09-22,,197925.00000,4575193023977382,77089755669,77920571475
2300154630,620526,2020-09-22,,81336.0300000000,8500000.0000000000,Ипотечный Сотрудник Фронт-офиса ,2020-09-22,,195750.00000,4071148939989193,90139579210,77971592233
2100048300,620519,2020-09-22,,,60000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-22,2020-09-22,,4961952354248313,56502005249,78160185599
2300154630,620512,2020-09-22,,47844.7200000000,5000000.0000000000,Ипотечный Сотрудник Фронт-офиса ,2020-09-22,,,4010974963725367,73609766838,78325172668
2300154623,620503,2020-09-22,,29387.0100000000,3000000.0000000000,Ипотечный Сотрудник Фронт-офиса ,2020-09-22,,169650.00000,4726500563982424,63506865405,78335396321
2300154627,620487,2020-09-22,30.0000000000,41868.2600000000,1081081.0000000000,System,2020-09-22,2020-09-22,,4648894379371715,88339778386,78714228754
2300154510,620479,2020-09-22,36.0000000000,5064.8800000000,150000.0000000000,System,2020-09-22,2020-09-22,,4748591027849782,26752067894,78845968223
2300154569,620473,2020-09-22,36.0000000000,6753.1800000000,200000.0000000000,System,2020-09-22,2020-09-22,,4855498163240652,93833276235,78848633874
2300154620,620468,2020-09-22,,47844.7200000000,5000000.0000000000,Ипотечный Сотрудник Фронт-офиса ,2020-09-22,,,4223025011012671,38324064776,79098672737
2300154619,620461,2020-09-22,13.0000000000,4384.1800000000,50000.0000000000,System,2020-09-22,2020-09-22,,4878246061939294,54655946335,79191976916
2300154568,620437,2020-09-22,,59213.1000000000,6000000.0000000000,Ипотечный Сотрудник Фронт-офиса ,2020-09-22,,,4341801824939970,97196876798,79586241533
2300154567,620429,2020-09-22,13.0000000000,4384.1800000000,50000.0000000000,System,2020-09-22,2020-09-22,,4433051561554843,53929583946,79824881982
2300154559,620423,2020-09-22,24.0000000000,5149.0100000000,100000.0000000000,System,2020-09-22,2020-09-22,,4879201465415069,25532212338,85230740017
2100048299,620405,2020-09-22,,,60000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-22,2020-09-22,,4268578804518243,11826165955,85312805120
2300154561,620400,2020-09-22,,29387.0100000000,3000000.0000000000,Ипотечный Сотрудник Фронт-офиса ,2020-09-22,,,4242734605911845,99050158420,85359760436
2300154509,620392,2020-09-22,24.0000000000,14456.7600000000,300000.0100000000,Краснодарский Фронтовик ,2020-09-22,2020-09-22,,4522618610139966,20259214126,85502729407
2300154512,620385,2020-09-22,24.0000000000,8271.0100000000,170000.0000000000,System,2020-09-22,2020-09-22,,4212417586559652,16636288600,85726802847
2300154510,620371,2020-09-22,36.0000000000,5064.8800000000,150000.0000000000,System,2020-09-22,2020-09-22,,4129412710731071,39393123407,85929539020
2300154462,620348,2020-09-22,60.0000000000,4453.7900000000,200000.0000000000,System,2020-09-22,2020-09-22,,4837339240993462,50170833545,86062929348
2100048296,620291,2020-09-22,24.0000000000,4000.0000000000,100000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-22,2020-09-22,,4913649198802433,77841204422,86505775121
2300154278,620276,2020-09-22,24.0000000000,7000.0000000000,150000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-22,2020-09-22,,4930899147928164,8041250520,86614343611
2100048250,620090,2020-09-21,,,60000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-21,2020-09-21,,4251251141618089,14680575586,86734358673
2300153331,620045,2020-09-21,60.0000000000,23408.3500000000,1100000.0000000000,System,2020-09-21,2020-09-21,,4659740735786029,42596767332,86760273377
2300153284,620025,2020-09-21,24.0000000000,3060.6500000000,60000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-21,2020-09-21,,4547043149011712,78601120992,87040538078
2300153237,620019,2020-09-21,40.0000000000,24300.2500000000,800000.0000000000,System,2020-09-21,2020-09-21,,4966182108230350,9175402065,87094183921
2300153236,620015,2020-09-21,60.0000000000,1414.7600000000,50000.0000000000,System,2020-09-21,2020-09-21,,4043685021698252,31980325881,87157171047
2300153232,619999,2020-09-21,24.0000000000,5149.0100000000,100000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-21,2020-09-21,,4079215709250817,42938437616,87217591987
2300153186,619988,2020-09-21,60.0000000000,1414.8100000000,50000.0000000000,System,2020-09-21,2020-09-21,,4094775398824744,65825486441,87344862510
2300153186,619975,2020-09-21,36.0000000000,5064.8800000000,150000.0000000000,System,2020-09-21,2020-09-21,,4619927907209729,54760203277,87794457529
2300152927,619969,2020-09-21,60.0000000000,35888.0300000000,1500001.0000000000,System,2020-09-21,2020-09-21,,4146201716598488,81017730057,87875505749
2300153184,619951,2020-09-21,40.0000000000,24300.2500000000,800000.0000000000,System,2020-09-21,2020-09-21,,4803694514606087,50735141862,88035024689
2300153137,619930,2020-09-21,36.0000000000,5064.8800000000,150000.0000000000,System,2020-09-21,2020-09-21,,4993958699218285,41558204670,88281735042
2300153135,619924,2020-09-21,,,600000.0000000000,SYSTEM,2020-09-21,2020-09-21,,4411079657948641,87213977234,88831755101
2300153033,619908,2020-09-21,13.0000000000,88148.6000000000,1000000.0000000000,System,2020-09-21,2020-09-21,,4256513494496354,83858605761,89426508584
2300152746,619903,2020-09-21,60.0000000000,7619.9700000000,350000.0000000000,System,2020-09-21,2020-09-21,,4899395920783859,46265855014,95248652093
2300153035,619891,2020-09-21,60.0000000000,21771.3500000000,1000000.0000000000,System,2020-09-21,2020-09-21,,4092499475251273,12756350262,95725561698
2300153036,619874,2020-09-21,60.0000000000,9797.1100000000,450000.0000000000,System,2020-09-21,2020-09-21,,4275761441260921,81420068255,95989794335
2300153030,619861,2020-09-21,,85514.3100000000,8500000.0000000000,Ипотечный Сотрудник Фронт-офиса ,2020-09-21,,195750.00000,4512900132616669,34659952736,96255583004
2300153032,619849,2020-09-21,,,290000.0000000000,SYSTEM,2020-09-21,2020-09-21,,4984022611130788,17947050505,96889513832
2300153029,619842,2020-09-21,,48759.5800000000,5000000.0000000000,Ипотечный Сотрудник Фронт-офиса ,2020-09-21,,,4770961484030096,42008672343,97349489665
2300153028,619836,2020-09-21,,,50000.0000000000,Фронтовая Сотрудница Тестовна,2020-09-21,2020-09-21,,4041485979640311,25773490611,97437649406
2300152982,619828,2020-09-21,,969.0800000000,1000000.0000000000,Ипотечный Циковец Разработкович,2020-09-21,,,4407622861291807,92360833706,97647987257
2300152981,619801,2020-09-21,,29387.0100000000,3000000.0000000000,Ипотечный Сотрудник Фронт-офиса ,2020-09-21,,,4902517549591497,91116634274,98180624374
2300152979,619797,2020-09-21,,999.8500000000,1100000.0000000000,Ипотечный Циковец Разработкович,2020-09-21,,,4616237321970622,86841819056,98804203179
2300152923,619791,2020-09-21,60.0000000000,9797.1100000000,450000.0000000000,System,2020-09-21,2020-09-21,,4685177581059516,14835413872,99069880728
2300152876,619786,2020-09-21,60.0000000000,2830.6000000000,100000.0000000000,System,2020-09-21,2020-09-21,,4380627564243410,97966638012,99611720133
2300152932,619781,2020-09-21,,,30000.0000000000,SYSTEM,2020-09-21,2020-09-21,,4536641943353751,92787240653,99780523563
2300152933,619767,2020-09-21,60.0000000000,2340.8400000000,110000.0000000000,System,2020-09-21,2020-09-21,,4613112173089370,31476850788,99863975620
2300152618,619746,2020-09-21,48.0000000000,28119.2800000000,1100000.0000000000,System,2020-09-21,2020-09-21,,4655391733225141,67138398735,105706644337
2300145481,619709,2020-09-18,,81336.0300000000,8500000.0000000000,Ипотечный Сотрудник Фронт-офиса ,2020-09-21,,195750.00000,4052359222718941,20430735515,105921938120
2300152877,619703,2020-09-21,,88711.7800000000,8500000.0000000000,System,2020-09-21,,169650.00000,4389736778901563,51329390069,106596003273
2300152875,619693,2020-09-21,60.0000000000,23408.3500000000,1100000.0000000000,System,2020-09-21,2020-09-21,,4447874346360218,29982737969,107705218347
2100048248,619680,2020-09-21,,,60000.0000000000,Фронтовый Сотрудник Планктонович,2020-09-21,2020-09-21,,4885190098983944,15801796278,107895214362
2300152877,619674,2020-09-21,,51239.0000000000,5000000.0000000000,System,2020-09-21,,,4405172999675747,76228531612,108139114547
2300152872,619650,2020-09-21,,88711.7800000000,8500000.0000000000,System,2020-09-21,,169650.00000,4240990257554984,79556706876,108400457335
2300152870,619639,2020-09-21,,38651.7700000000,4000000.0000000000,System,2020-09-21,,169650.00000,4044751447613942,77761357553,108535661871
2300152872,619630,2020-09-21,,51239.0000000000,5000000.0000000000,System,2020-09-21,,,4635786489790815,39106080564,108998475752
2300152872,619621,2020-09-21,,51239.0000000000,5000000.0000000000,System,2020-09-21,,,4980883499968514,21827964494,109019702010
2300152871,619611,2020-09-21,,38387.4400000000,4000000.0000000000,System,2020-09-21,,,4812481845170200,47489647566,109428482710
2300141401,619599,2020-09-16,,,50000.0000000000,Фронтовая Сотрудница Тестовна,2020-09-21,2020-09-16,,4850734249948610,20220588205,109814991511
2300152687,619582,2020-09-21,60.0000000000,5046.5300000000,200000.0000000000,System,2020-09-21,2020-09-21,,4933309250424958,23887408920,115213949306
2300152755,619575,2020-09-21,,84825.4600000000,11443800.0000000000,Ипотечный Сотрудник Фронт-офиса ,2020-09-21,,84825.00000,4978975928823551,44485138905,115345365586
2300152754,619559,2020-09-21,,313169.0800000000,20221815.0000000000,Ипотечный Циковец Разработкович,2020-09-21,,,4799923905110425,40048008520,115537356930
2300152756,619552,2020-09-21,,50521.8800000000,4900000.0000000000,System,2020-09-21,,169650.00000,4242751291749222,72762366721,115790250172
2300152812,619544,2020-09-21,36.0000000000,5064.8800000000,150000.0000000000,System,2020-09-21,2020-09-21,,4582092816667526,70525147064,115982376980
2300152752,619526,2020-09-21,60.0000000000,23408.3500000000,1100000.0000000000,System,2020-09-21,2020-09-21,,4602676063344379,62366612188,116727640518
2300152749,619516,2020-09-21,60.0000000000,7619.9700000000,350000.0000000000,System,2020-09-21,2020-09-21,,4379295891338346,93877876808,117283654148
2300152746,619497,2020-09-21,60.0000000000,7619.9700000000,350000.0000000000,System,2020-09-21,2020-09-21,,4048791021357462,43092704968,117510773401
2300152741,619488,2020-09-21,,74516.8100000000,5000000.0000000000,Ипотечный Циковец Разработкович,2020-09-21,,,4630926884809423,25567690114,117815776301
2300152753,619483,2020-09-21,13.0000000000,4384.1800000000,50000.0000000000,System,2020-09-21,2020-09-21,,4049495486741363,67849784901,118108192904
2300152626,619474,2020-09-21,36.0000000000,10986.7700000000,330000.0000000000,System,2020-09-21,2020-09-21,,4827286734628819,55954651239,118144558304
2300152744,619463,2020-09-21,,51239.0000000000,5000000.0000000000,System,2020-09-21,,,4384482498201324,93571563736,118579876856
2300152695,619452,2020-09-21,,88711.7800000000,8500000.0000000000,System,2020-09-21,,169650.00000,4394741150082084,12013374188,118588125366
